timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1621475749569,596,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,5,5,http://localhost:8084/?token=466662735&user=1964513752&conf=2,593,0,34
1621475749569,596,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,155,5,5,http://localhost:8084/?token=466662735&user=1964513752&conf=2,593,0,34
1621475749569,596,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,5,5,http://localhost:8084/?token=466662735&user=1964513752&conf=2,593,0,34
1621475749569,596,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,155,5,5,http://localhost:8084/?token=466662735&user=1964513752&conf=2,593,0,34
1621475749570,595,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,5,5,http://localhost:8084/?token=466662735&user=1964513752&conf=2,592,0,33
1621475752474,517,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,5,5,http://localhost:8084/?token=466662735&user=1964513752&conf=2,517,0,0
1621475752474,517,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,155,5,5,http://localhost:8084/?token=466662735&user=1964513752&conf=2,517,0,0
1621475752474,517,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,5,5,http://localhost:8084/?token=466662735&user=1964513752&conf=2,517,0,0
1621475752474,517,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,155,5,5,http://localhost:8084/?token=466662735&user=1964513752&conf=2,517,0,0
1621475752474,517,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,5,5,http://localhost:8084/?token=466662735&user=1964513752&conf=2,517,0,0
1621475755474,515,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,5,5,http://localhost:8084/?token=466662735&user=1964513752&conf=2,515,0,0
1621475755474,518,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,155,5,5,http://localhost:8084/?token=466662735&user=1964513752&conf=2,518,0,0
1621475755474,518,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,5,5,http://localhost:8084/?token=466662735&user=1964513752&conf=2,518,0,0
1621475755474,518,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,155,5,5,http://localhost:8084/?token=466662735&user=1964513752&conf=2,518,0,0
1621475755474,518,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,5,5,http://localhost:8084/?token=466662735&user=1964513752&conf=2,518,0,0
1621475758474,526,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,155,5,5,http://localhost:8084/?token=466662735&user=1964513752&conf=2,526,0,0
1621475758474,529,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,5,5,http://localhost:8084/?token=466662735&user=1964513752&conf=2,529,0,0
1621475758474,529,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,5,5,http://localhost:8084/?token=466662735&user=1964513752&conf=2,529,0,0
1621475758474,529,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,5,5,http://localhost:8084/?token=466662735&user=1964513752&conf=2,529,0,0
1621475758474,529,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,155,5,5,http://localhost:8084/?token=466662735&user=1964513752&conf=2,529,0,0
1621475761473,524,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,5,5,http://localhost:8084/?token=466662735&user=1964513752&conf=2,524,0,0
1621475761473,527,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,5,5,http://localhost:8084/?token=466662735&user=1964513752&conf=2,527,0,0
1621475761473,527,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,155,5,5,http://localhost:8084/?token=466662735&user=1964513752&conf=2,527,0,0
1621475761473,527,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,5,5,http://localhost:8084/?token=466662735&user=1964513752&conf=2,527,0,0
1621475761473,527,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,155,5,5,http://localhost:8084/?token=466662735&user=1964513752&conf=2,527,0,0
