timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1621476173937,558,HTTP Request,200,OK,Thread Group 1-31,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,557,0,29
1621476173936,565,HTTP Request,200,OK,Thread Group 1-26,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,564,0,30
1621476173937,564,HTTP Request,200,OK,Thread Group 1-12,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,563,0,29
1621476173943,558,HTTP Request,200,OK,Thread Group 1-7,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,557,0,23
1621476173936,565,HTTP Request,200,OK,Thread Group 1-49,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,565,0,31
1621476173943,563,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,563,0,24
1621476173937,569,HTTP Request,200,OK,Thread Group 1-10,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,569,0,29
1621476173936,570,HTTP Request,200,OK,Thread Group 1-37,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,570,0,35
1621476173938,568,HTTP Request,200,OK,Thread Group 1-19,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,568,0,30
1621476173942,569,HTTP Request,200,OK,Thread Group 1-40,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,569,0,26
1621476173943,568,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,568,0,24
1621476173939,572,HTTP Request,200,OK,Thread Group 1-42,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,572,0,27
1621476173938,573,HTTP Request,200,OK,Thread Group 1-6,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,573,0,28
1621476173937,578,HTTP Request,200,OK,Thread Group 1-34,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,578,0,33
1621476173942,573,HTTP Request,200,OK,Thread Group 1-14,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,573,0,25
1621476173942,573,HTTP Request,200,OK,Thread Group 1-50,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,573,0,30
1621476173943,572,HTTP Request,200,OK,Thread Group 1-47,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,572,0,25
1621476173942,576,HTTP Request,200,OK,Thread Group 1-32,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,576,0,24
1621476173936,582,HTTP Request,200,OK,Thread Group 1-29,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,582,0,30
1621476173941,577,HTTP Request,200,OK,Thread Group 1-41,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,577,0,25
1621476173937,584,HTTP Request,200,OK,Thread Group 1-21,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,584,0,33
1621476173937,584,HTTP Request,200,OK,Thread Group 1-11,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,583,0,29
1621476173937,584,HTTP Request,200,OK,Thread Group 1-13,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,583,0,29
1621476173936,593,HTTP Request,200,OK,Thread Group 1-18,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,593,0,34
1621476173938,591,HTTP Request,200,OK,Thread Group 1-39,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,591,0,28
1621476173940,589,HTTP Request,200,OK,Thread Group 1-17,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,589,0,27
1621476173937,592,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,592,0,30
1621476173943,587,HTTP Request,200,OK,Thread Group 1-15,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,587,0,23
1621476173943,587,HTTP Request,200,OK,Thread Group 1-48,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,587,0,23
1621476173943,587,HTTP Request,200,OK,Thread Group 1-8,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,587,0,25
1621476173936,594,HTTP Request,200,OK,Thread Group 1-9,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,594,0,35
1621476173939,594,HTTP Request,200,OK,Thread Group 1-33,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,594,0,27
1621476173943,593,HTTP Request,200,OK,Thread Group 1-38,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,593,0,23
1621476173936,611,HTTP Request,200,OK,Thread Group 1-44,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,611,0,36
1621476173936,611,HTTP Request,200,OK,Thread Group 1-35,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,611,0,39
1621476173943,604,HTTP Request,200,OK,Thread Group 1-30,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,604,0,29
1621476173942,605,HTTP Request,200,OK,Thread Group 1-45,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,605,0,30
1621476173941,609,HTTP Request,200,OK,Thread Group 1-22,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,609,0,31
1621476173942,608,HTTP Request,200,OK,Thread Group 1-27,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,608,0,32
1621476173943,610,HTTP Request,200,OK,Thread Group 1-25,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,610,0,30
1621476173936,617,HTTP Request,200,OK,Thread Group 1-28,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,617,0,36
1621476173937,623,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,623,0,35
1621476173938,622,HTTP Request,200,OK,Thread Group 1-23,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,622,0,35
1621476173942,618,HTTP Request,200,OK,Thread Group 1-16,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,618,0,32
1621476173942,618,HTTP Request,200,OK,Thread Group 1-24,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,618,0,30
1621476173943,621,HTTP Request,200,OK,Thread Group 1-20,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,621,0,29
1621476173937,627,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,627,0,36
1621476173937,627,HTTP Request,200,OK,Thread Group 1-46,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,627,0,36
1621476173942,622,HTTP Request,200,OK,Thread Group 1-43,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,622,0,31
1621476173943,624,HTTP Request,200,OK,Thread Group 1-36,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,624,0,31
1621476176803,549,HTTP Request,200,OK,Thread Group 1-4,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,548,0,0
1621476176804,553,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,553,0,0
1621476176805,553,HTTP Request,200,OK,Thread Group 1-8,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,553,0,0
1621476176805,552,HTTP Request,200,OK,Thread Group 1-1,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,552,0,0
1621476176804,554,HTTP Request,200,OK,Thread Group 1-6,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,554,0,0
1621476176806,556,HTTP Request,200,OK,Thread Group 1-9,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,556,0,0
1621476176806,556,HTTP Request,200,OK,Thread Group 1-13,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,556,0,0
1621476176807,555,HTTP Request,200,OK,Thread Group 1-12,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,555,0,0
1621476176805,557,HTTP Request,200,OK,Thread Group 1-10,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,557,0,0
1621476176807,560,HTTP Request,200,OK,Thread Group 1-2,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,560,0,0
1621476176808,559,HTTP Request,200,OK,Thread Group 1-7,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,559,0,0
1621476176809,565,HTTP Request,200,OK,Thread Group 1-16,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,565,0,0
1621476176808,566,HTTP Request,200,OK,Thread Group 1-11,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,566,0,0
1621476176808,566,HTTP Request,200,OK,Thread Group 1-3,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,566,0,0
1621476176818,565,HTTP Request,200,OK,Thread Group 1-27,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,565,0,0
1621476176818,565,HTTP Request,200,OK,Thread Group 1-28,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,565,0,0
1621476176817,566,HTTP Request,200,OK,Thread Group 1-20,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,566,0,0
1621476176818,565,HTTP Request,200,OK,Thread Group 1-24,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,565,0,0
1621476176818,571,HTTP Request,200,OK,Thread Group 1-23,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,571,0,0
1621476176819,570,HTTP Request,200,OK,Thread Group 1-31,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,570,0,0
1621476176819,578,HTTP Request,200,OK,Thread Group 1-21,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,578,0,0
1621476176821,576,HTTP Request,200,OK,Thread Group 1-32,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,576,0,0
1621476176823,576,HTTP Request,200,OK,Thread Group 1-26,text,true,,367,155,50,50,http://localhost:8084/?token=466662735&user=1964513752&conf=2,576,0,0
