timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1621476250535,549,HTTP Request,200,OK,Thread Group 1-86,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,547,0,12
1621476250542,555,HTTP Request,200,OK,Thread Group 1-71,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,555,0,12
1621476250501,596,HTTP Request,200,OK,Thread Group 1-72,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,596,0,47
1621476250536,561,HTTP Request,200,OK,Thread Group 1-90,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,561,0,17
1621476250486,611,HTTP Request,200,OK,Thread Group 1-88,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,611,0,66
1621476250534,577,HTTP Request,200,OK,Thread Group 1-5,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,577,0,18
1621476250535,576,HTTP Request,200,OK,Thread Group 1-24,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,576,0,15
1621476250523,588,HTTP Request,200,OK,Thread Group 1-66,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,588,0,31
1621476250549,562,HTTP Request,200,OK,Thread Group 1-95,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,562,0,2
1621476250535,579,HTTP Request,200,OK,Thread Group 1-25,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,578,0,16
1621476250496,617,HTTP Request,200,OK,Thread Group 1-87,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,617,0,54
1621476250532,582,HTTP Request,200,OK,Thread Group 1-9,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,582,0,20
1621476250522,592,HTTP Request,200,OK,Thread Group 1-29,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,592,0,31
1621476250530,584,HTTP Request,200,OK,Thread Group 1-50,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,584,0,21
1621476250553,561,HTTP Request,200,OK,Thread Group 1-80,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,561,0,1
1621476250543,576,HTTP Request,200,OK,Thread Group 1-7,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,576,0,12
1621476250547,572,HTTP Request,200,OK,Thread Group 1-91,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,572,0,20
1621476250492,627,HTTP Request,200,OK,Thread Group 1-79,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,627,0,65
1621476250536,585,HTTP Request,200,OK,Thread Group 1-45,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,585,0,19
1621476250485,636,HTTP Request,200,OK,Thread Group 1-92,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,636,0,70
1621476250484,637,HTTP Request,200,OK,Thread Group 1-73,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,637,0,77
1621476250562,559,HTTP Request,200,OK,Thread Group 1-98,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,559,0,5
1621476250495,629,HTTP Request,200,OK,Thread Group 1-37,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,629,0,59
1621476250533,591,HTTP Request,200,OK,Thread Group 1-14,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,591,0,23
1621476250521,603,HTTP Request,200,OK,Thread Group 1-42,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,603,0,46
1621476250561,566,HTTP Request,200,OK,Thread Group 1-46,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,566,0,7
1621476250482,645,HTTP Request,200,OK,Thread Group 1-54,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,645,0,86
1621476250544,590,HTTP Request,200,OK,Thread Group 1-15,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,590,0,12
1621476250483,651,HTTP Request,200,OK,Thread Group 1-64,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,651,0,84
1621476250563,571,HTTP Request,200,OK,Thread Group 1-89,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,571,0,5
1621476250484,650,HTTP Request,200,OK,Thread Group 1-55,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,650,0,83
1621476250543,595,HTTP Request,200,OK,Thread Group 1-32,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,595,0,14
1621476250524,614,HTTP Request,200,OK,Thread Group 1-34,text,true,,367,155,100,100,http://localhost:8084/?token=466662735&user=1964513752&conf=2,614,0,43
